	ensembl_gene_id	mgi_symbol	chromosome_name	start_position	end_position	strand	gene_biotype	baseMean	log2FoldChange	lfcSE	pvalue	padj	isTF
17519	ENSMUSG00000106834	Gm10459	5	33809445	33810599	1	TEC	0.2069804	0	0.2071229	1	NA	NA
17520	ENSMUSG00000106971	Gm42965	5	33840069	33840318	-1	processed_pseudogene	0.5582473	-0.01147234	0.2061081	0.4723128	NA	NA
17521	ENSMUSG00000106896	G630022F23Rik	5	33877387	33881013	-1	TEC	0.2866813	-0.005540255	0.2071451	0.6141916	NA	NA
17522	ENSMUSG00000107149	Gm30708	5	33932256	33932567	1	processed_pseudogene	0.3791053	0.004695152	0.2061022	0.7267387	NA	NA
17523	ENSMUSG00000107043	Gm42849	5	34104370	34106176	1	lncRNA	0.3350824	-0.005877216	0.2069602	0.6099819	NA	NA
17524	ENSMUSG00000070858	Gm1673	5	34140777	34142357	1	protein_coding	0.6858408	-0.004719041	0.2046882	0.7886936	NA	NA
17525	ENSMUSG00000106743	Gm42847	5	34147854	34150406	-1	TEC	0.5139415	0.001919485	0.2055293	0.8960362	NA	NA
17526	ENSMUSG00000048142	Nat8l	5	34153328	34163260	1	protein_coding	7.786912	-0.03932341	0.1942271	0.4026656	NA	NA
17527	ENSMUSG00000045102	Poln	5	34164523	34326792	-1	protein_coding	1.858658	-0.02024428	0.2027473	0.4612934	NA	NA
17528	ENSMUSG00000106868	Gm19798	5	34218105	34218561	-1	processed_pseudogene	1.560446	-0.009661946	0.2021932	0.6983418	NA	NA
17529	ENSMUSG00000037224	Zfyve28	5	34352237	34445793	-1	protein_coding	8.446222	0.02049252	0.1851308	0.6980582	NA	NA
17530	ENSMUSG00000086291	Gm15513	5	34369154	34371146	-1	lncRNA	1.392967	0.008685589	0.201982	0.7300041	NA	NA
17531	ENSMUSG00000109572	Cfap99	5	34445944	34484671	1	protein_coding	0.6631995	0.009831448	0.2055106	0.5587664	NA	NA
17532	ENSMUSG00000107006	Gm5553	5	34464062	34464520	-1	processed_pseudogene	0.194352	0.002185304	0.2071956	0.8260576	NA	NA
17533	ENSMUSG00000107227	Gm42559	5	34627008	34630539	1	TEC	2.88191	0.03168371	0.200111	0.38791	NA	NA
17534	ENSMUSG00000098062	Gm26931	5	34639258	34639866	-1	processed_pseudogene	4.520605	0.02329685	0.1951395	0.5678853	NA	NA
17535	ENSMUSG00000106678	Gm43457	5	34644658	34647066	1	TEC	5.128272	0.0651048	0.2079983	0.1438763	NA	NA
17536	ENSMUSG00000107128	Gm42867	5	34732432	34732900	1	TEC	0.2341839	0.001117507	0.2070063	0.9131978	NA	NA
17537	ENSMUSG00000107246	Gm42560	5	34836867	34864175	-1	lncRNA	0.7185211	-0.003567329	0.2045118	0.8422182	NA	NA
17538	ENSMUSG00000051246	Msantd1	5	35065356	35081183	1	protein_coding	3.795416	0.01622598	0.1975466	0.6455621	NA	Yes
17539	ENSMUSG00000029102	Hgfac	5	35198853	35205805	1	protein_coding	0.4740401	0.009856235	0.2064474	0.4928411	NA	NA
17540	ENSMUSG00000045318	Adra2c	5	35435663	35439107	1	protein_coding	4.452081	0.01364441	0.1932554	0.7415002	NA	NA
17541	ENSMUSG00000106762	4930478P22Rik	5	35518885	35525021	1	lncRNA	0.194352	0.002185304	0.2071956	0.8260576	NA	NA
17542	ENSMUSG00000036596	Cpz	5	35659562	35683042	-1	protein_coding	7.009694	-0.113215	0.2748828	0.003351127	NA	NA
17543	ENSMUSG00000106928	Gm43860	5	35708604	35711308	-1	TEC	6.58901	0.02831276	0.1927215	0.5326442	NA	NA
17544	ENSMUSG00000083907	Plk-ps1	5	35711528	35713314	1	processed_pseudogene	1.805202	-0.02021015	0.2038062	0.4264112	NA	NA
17545	ENSMUSG00000043430	Psapl1	5	36361365	36363912	1	protein_coding	3.982196	-0.01229067	0.2106189	0.2308288	NA	NA
17546	ENSMUSG00000039563	2210406O10Rik	5	36604955	36622197	-1	lncRNA	2.146278	-0.003689454	0.1998262	0.8986175	NA	NA
17547	ENSMUSG00000050677	Ccdc96	5	36641932	36645516	1	protein_coding	3.037144	0.002237847	0.1951257	0.9521658	NA	NA
17548	ENSMUSG00000107168	Gm42507	5	36776045	36778599	1	TEC	0.8162489	-0.02485337	0.2089955	0.1726295	NA	NA
17549	ENSMUSG00000029120	Ppp2r2c	5	37025857	37112422	1	protein_coding	3.16667	-0.0171294	0.1969901	0.6379232	NA	NA
17550	ENSMUSG00000117286	Gm1043	5	37242714	37386891	1	protein_coding	1.216944	-0.003459368	0.2031395	0.8725952	NA	NA
17551	ENSMUSG00000029121	Crmp1	5	37399284	37449477	1	protein_coding	3.081841	-0.003398553	0.1963382	0.9233848	NA	NA
17552	ENSMUSG00000107307	Gm42935	5	37454974	37455124	-1	processed_pseudogene	0.2069804	0	0.2071229	1	NA	NA
17553	ENSMUSG00000029123	Stk32b	5	37604169	37874515	-1	protein_coding	1.488665	-0.0187263	0.2043056	0.4290788	NA	NA
17554	ENSMUSG00000107276	Gm42858	5	38291738	38293441	-1	TEC	0.2235	-0.002712575	0.2071963	0.7871856	NA	NA
17555	ENSMUSG00000029126	Nsg1	5	38294536	38317251	-1	protein_coding	16.99491	0.007737636	0.1744332	0.9015763	NA	NA
17556	ENSMUSG00000051596	Otop1	5	38433316	38461552	1	protein_coding	1.685598	-0.005791731	0.2022932	0.8086752	NA	NA
17557	ENSMUSG00000039358	Drd5	5	38476710	38479861	1	protein_coding	0.3230214	-0.006592408	0.2067174	0.5938299	NA	NA
17558	ENSMUSG00000005107	Slc2a9	5	38506616	38660486	-1	protein_coding	7.416204	0.05019998	0.1961455	0.3046991	NA	NA
17559	ENSMUSG00000107030	Gm5291	5	39558690	39559588	-1	processed_pseudogene	0.5124807	-0.002579499	0.205236	0.869179	NA	NA
17560	ENSMUSG00000106851	4930421C12Rik	5	39599344	39600917	-1	TEC	0.1995798	0.0005227944	0.2071157	0.9580608	NA	NA
17561	ENSMUSG00000107134	Gm42528	5	39764270	39767687	-1	TEC	2.653128	0.04502509	0.2102295	0.1382152	NA	NA
17562	ENSMUSG00000051022	Hs3st1	5	39771278	39912818	-1	protein_coding	12.98128	-0.0820963	0.1961973	0.1770344	NA	NA
17563	ENSMUSG00000083261	Gm7816	5	39955557	39956750	1	processed_pseudogene	9.710845	-0.05441508	0.1991528	0.2533678	NA	NA
17564	ENSMUSG00000082938	Gm2810	5	40485781	40486770	1	processed_pseudogene	5.389651	0.01911173	0.1914006	0.6705076	NA	NA
17565	ENSMUSG00000106895	Gm4754	5	41499466	41500274	1	processed_pseudogene	11.54249	-0.0297914	0.1822575	0.6035965	NA	NA
17566	ENSMUSG00000107259	Gm5298	5	42010653	42011544	-1	processed_pseudogene	1.467617	0.0267876	0.2055011	0.297243	NA	NA
17567	ENSMUSG00000106884	Gm20156	5	42091740	42093015	-1	processed_pseudogene	3.393382	0.03939402	0.2012794	0.3073078	NA	NA
17568	ENSMUSG00000067285	Gm16223	5	42225303	42374141	1	lncRNA	1.363406	-0.01743802	0.2056871	0.3832684	NA	NA
17569	ENSMUSG00000106813	Gm7181	5	42657324	42657757	-1	processed_pseudogene	8.228351	-0.0616595	0.2006551	0.2115977	NA	NA
17570	ENSMUSG00000085720	Gm7854	5	43309029	43392698	-1	lncRNA	1.166008	-0.008841186	0.2032604	0.6914571	NA	NA
17571	ENSMUSG00000105374	Gm42551	5	43405528	43407100	1	TEC	0.2292912	0.00110213	0.2070376	0.9137214	NA	NA
17572	ENSMUSG00000104846	Gm43020	5	43510390	43512602	-1	lncRNA	0.2065462	-0.002640616	0.2072485	0.7900132	NA	NA
17573	ENSMUSG00000061535	C1qtnf7	5	43672881	43776145	1	protein_coding	8.92585	0.08069384	0.2012052	0.1560087	NA	NA
17574	ENSMUSG00000104547	Gm43022	5	43685969	43690236	1	TEC	0.5790229	0.00368922	0.204755	0.8305647	NA	NA
17575	ENSMUSG00000087290	Gm15866	5	43707271	43759073	-1	lncRNA	0.2347918	-0.002814277	0.2071258	0.7832568	NA	NA
17576	ENSMUSG00000104728	Gm42462	5	43910251	43911613	-1	TEC	2.034061	-0.005351774	0.2001148	0.8512534	NA	NA
17577	ENSMUSG00000104823	Gm43182	5	43939585	43942112	1	TEC	0.2776889	0.0007487472	0.2064458	0.9492871	NA	NA
17578	ENSMUSG00000029082	Bst1	5	43976227	44001328	1	protein_coding	8.182583	-0.0619611	0.2043327	0.1799903	NA	NA
17579	ENSMUSG00000087281	Gm16015	5	44066557	44067227	-1	lncRNA	1.143107	-0.003275491	0.2031278	0.8793713	NA	NA
17580	ENSMUSG00000033036	Gm7879	5	44070486	44071259	1	protein_coding	0.7174479	-0.01847166	0.2080415	0.2419195	NA	NA
17581	ENSMUSG00000093859	Gm7882	5	44074095	44075856	1	processed_pseudogene	0.4524561	0.001992857	0.2056009	0.8904923	NA	NA
17582	ENSMUSG00000059565	Gm5292	5	44101245	44101824	-1	processed_pseudogene	1.781042	-0.01157494	0.2003483	0.6916526	NA	NA
17583	ENSMUSG00000072962	Gm16401	5	44257784	44259857	1	lncRNA	0.6358069	0.01777769	0.2068222	0.3146748	NA	NA
17584	ENSMUSG00000105048	Gm42966	5	44263191	44264881	1	TEC	1.018153	0.004749506	0.2029621	0.8303952	NA	NA
17585	ENSMUSG00000105263	Gm42427	5	44295322	44300613	1	TEC	1.336806	0.01375211	0.2026571	0.584204	NA	NA
17586	ENSMUSG00000105519	E430021H15Rik	5	44371143	44374601	-1	TEC	0.5901865	0.009367224	0.2055957	0.5679847	NA	NA
17587	ENSMUSG00000104784	Gm42984	5	44383929	44400890	1	lncRNA	15.60244	0.008512956	0.1733003	0.8935043	NA	NA
17588	ENSMUSG00000105282	Gm42981	5	44649512	44652763	-1	TEC	0.182626	0.0005227944	0.2071157	0.9580608	NA	NA
17589	ENSMUSG00000105861	Gm43508	5	44781261	44785043	-1	TEC	0.217838	-0.002660863	0.2072336	0.7892135	NA	NA
17590	ENSMUSG00000104894	Gm43507	5	44798826	44819495	1	lncRNA	0.4031276	-0.002288592	0.2063467	0.8514441	NA	NA
17591	ENSMUSG00000105224	Gm3364	5	44858218	44864232	-1	lncRNA	0.6608984	0.01741864	0.207422	0.2840467	NA	NA
17592	ENSMUSG00000062496	4930431F12Rik	5	45123542	45136147	1	lncRNA	0.30307	0.0007964654	0.2063318	0.9475884	NA	NA
17593	ENSMUSG00000029092	D5Ertd615e	5	45166513	45581744	-1	lncRNA	0.2199654	-0.00268035	0.2072194	0.7884469	NA	NA
17594	ENSMUSG00000105247	Gm42519	5	45400994	45404649	-1	TEC	0.2817886	-0.005397696	0.2071508	0.6213432	NA	NA
17595	ENSMUSG00000015879	Fam184b	5	45687047	45796956	-1	protein_coding	3.472073	0.007982297	0.1950504	0.8329419	NA	NA
17596	ENSMUSG00000097825	9630001P10Rik	5	45796041	45802811	1	lncRNA	0.1888514	0.004914814	0.2074263	0.6299794	NA	NA
17597	ENSMUSG00000104986	1600023N17Rik	5	45826044	45827050	-1	TEC	0.6758218	0.003341909	0.2046073	0.8495509	NA	NA
17598	ENSMUSG00000015880	Ncapg	5	45827261	45857888	1	protein_coding	1.296026	-0.02102716	0.2061838	0.3157791	NA	NA
17599	ENSMUSG00000104342	Gm36401	5	45860075	45862102	1	TEC	0.194352	0.002185304	0.2071956	0.8260576	NA	NA
17600	ENSMUSG00000105457	Gm43200	5	45927362	45929522	-1	TEC	0.1746329	0.002185304	0.2071956	0.8260576	NA	NA
17601	ENSMUSG00000105459	4930449I04Rik	5	46014984	46016106	1	TEC	0.4631844	-0.009470788	0.2063228	0.5141158	NA	NA
17602	ENSMUSG00000067321	Gm7931	5	46571686	46571956	1	processed_pseudogene	1.42902	-0.001035764	0.2015478	0.9671942	NA	NA
17603	ENSMUSG00000106875	Gm43093	5	46659471	46660683	1	TEC	6.028016	-0.04958376	0.2003795	0.2629333	NA	NA
17604	ENSMUSG00000031558	Slit2	5	48140480	48465075	1	protein_coding	7.200472	0.03892019	0.1945374	0.4025772	NA	NA
17605	ENSMUSG00000029088	Kcnip4	5	48546844	49682249	-1	protein_coding	3.976501	0.01237656	0.1953254	0.7448428	NA	NA
17606	ENSMUSG00000093748	Gm19031	5	48823247	48824611	1	processed_pseudogene	0.2978422	0.003227728	0.2064734	0.7882492	NA	NA
17607	ENSMUSG00000105791	Gm43341	5	49135620	49136927	-1	TEC	0.3372399	-0.0009627523	0.2061806	0.9390297	NA	NA
17608	ENSMUSG00000105620	Gm43047	5	49227345	49230804	1	TEC	0.1901258	0	0.2071229	1	NA	NA
17609	ENSMUSG00000093490	Gm19932	5	49581184	49581496	1	processed_pseudogene	4.292222	-0.0433744	0.2022577	0.2695559	NA	NA
17610	ENSMUSG00000106430	Gm42460	5	50216438	50219004	1	TEC	0.4386563	0.002513458	0.2057247	0.8590314	NA	NA
17611	ENSMUSG00000095857	ENSMUSG00000095857	NA	NA	NA	NA	NA	0.3448678	-0.006112065	0.2069481	0.5993457	NA	NA
17612	ENSMUSG00000106038	Gm4962	5	50837058	50840034	1	transcribed_processed_pseudogene	2.903311	0.01108087	0.1980908	0.7387506	NA	NA
17613	ENSMUSG00000105442	Gm42614	5	51640094	51641647	-1	TEC	0.891865	0.002634212	0.2046289	0.8801483	NA	NA
17614	ENSMUSG00000105622	Gm42615	5	51648439	51650258	-1	TEC	0.2626302	0.005029738	0.2071034	0.6446336	NA	NA
17615	ENSMUSG00000106575	Gm42613	5	51656870	51658800	1	TEC	0.1981189	-0.002640616	0.2072485	0.7900132	NA	NA
17616	ENSMUSG00000105762	Gm43605	5	51668210	51671635	-1	TEC	0.1985531	0	0.2071229	1	NA	NA
17617	ENSMUSG00000106010	Gm42616	5	52032761	52036944	-1	TEC	0.2866813	-0.005540255	0.2071451	0.6141916	NA	NA
17618	ENSMUSG00000106648	Gm43176	5	52296927	52299915	-1	TEC	1.376143	0.02920159	0.2061882	0.2601736	NA	NA
17619	ENSMUSG00000105328	Gm43180	5	52396678	52399563	1	TEC	0.6746937	-0.003593907	0.204761	0.8345795	NA	NA
17620	ENSMUSG00000045790	Ccdc149	5	52531993	52628863	-1	protein_coding	15.7304	0.02195118	0.1762921	0.7229265	NA	NA
17621	ENSMUSG00000106380	Gm3519	5	52598501	52600594	1	lncRNA	0.2648348	-0.004912102	0.2071772	0.6463415	NA	NA
17622	ENSMUSG00000104974	Gm43686	5	52700248	52702686	-1	TEC	6.184927	0.01430627	0.1896791	0.7578381	NA	NA
17623	ENSMUSG00000095078	Gm5866	5	52739416	52740388	1	processed_pseudogene	6.243922	-0.06525826	0.2063878	0.1561516	NA	NA
17624	ENSMUSG00000052295	8030423F21Rik	5	52764892	52776354	-1	lncRNA	0.8293366	-0.0167826	0.2061749	0.3652255	NA	NA
17625	ENSMUSG00000105054	Gm43664	5	53074961	53076551	-1	processed_pseudogene	0.5187061	0.008637893	0.2053808	0.6054546	NA	NA
17626	ENSMUSG00000029188	Slc34a2	5	53195423	53229006	1	protein_coding	0.206112	-0.004058512	0.2074224	0.6827398	NA	NA
17627	ENSMUSG00000077316	ENSMUSG00000077316	NA	NA	NA	NA	NA	0.2065462	-0.002640616	0.2072485	0.7900132	NA	NA
17628	ENSMUSG00000106807	Gm10441	5	53676602	53680073	-1	lncRNA	0.8282628	0.005379589	0.2039887	0.7843311	NA	NA
17629	ENSMUSG00000107173	Gm43266	5	54075786	54077556	1	TEC	1.470642	0.01652364	0.2022188	0.5407284	NA	NA
17630	ENSMUSG00000105143	Gm8069	5	54809310	54809463	-1	processed_pseudogene	4.969934	-0.02043901	0.1955427	0.6043444	NA	NA
17631	ENSMUSG00000105384	Gm43396	5	55740987	55741692	-1	processed_pseudogene	6.087186	-0.07679121	0.2170715	0.07881898	NA	NA
17632	ENSMUSG00000105551	Gm43199	5	55741836	55742142	1	processed_pseudogene	0.3519046	-0.003714053	0.2066184	0.7513842	NA	NA
17633	ENSMUSG00000083902	Tent2-ps1	5	55781532	55782933	1	processed_pseudogene	2.924552	0.01475753	0.1976943	0.6704598	NA	NA
17634	ENSMUSG00000105186	Gm43778	5	55810291	55810489	1	TEC	0.5176794	0.006052662	0.2056459	0.6893338	NA	NA
17635	ENSMUSG00000106335	Gm20223	5	55879959	55880763	-1	processed_pseudogene	0.4430312	-0.01207262	0.2067643	0.4108976	NA	NA
17636	ENSMUSG00000106326	Gm42977	5	56571552	56647574	1	transcribed_processed_pseudogene	0.3656862	0.004575219	0.2061476	0.7303008	NA	NA
17637	ENSMUSG00000104739	Gm3283	5	57386608	57387957	1	processed_pseudogene	0.5316073	0	0.2055851	1	NA	NA
17638	ENSMUSG00000104560	Gm8115	5	57418614	57419349	1	processed_pseudogene	3.679972	0.004365219	0.1942179	0.9105456	NA	NA
17639	ENSMUSG00000104892	Gm6615	5	57617502	57618132	1	processed_pseudogene	1.019235	-0.01517888	0.2053685	0.4379952	NA	NA
17640	ENSMUSG00000097216	4932441J04Rik	5	57727424	57877543	-1	lncRNA	1.503941	-0.01553089	0.204752	0.4634571	NA	NA
17641	ENSMUSG00000051116	Gm8121	5	57765911	57766409	1	processed_pseudogene	11.79564	-0.03536038	0.1817553	0.5481577	NA	NA
17642	ENSMUSG00000104924	Gm43002	5	57775186	57775340	1	TEC	0.3430755	-0.007639096	0.2071526	0.5170758	NA	NA
17643	ENSMUSG00000105940	Gm42635	5	57881735	57884305	1	TEC	0.7258174	-0.00764541	0.2048456	0.6688667	NA	NA
17644	ENSMUSG00000105079	Gm43715	5	58061981	58064695	1	TEC	0.2292912	0.00110213	0.2070376	0.9137214	NA	NA
17645	ENSMUSG00000104871	Gm42639	5	58102384	58104254	1	TEC	0.2648348	-0.004912102	0.2071772	0.6463415	NA	NA
17646	ENSMUSG00000105049	Gm42486	5	58278781	58282266	1	TEC	0.1981189	-0.002640616	0.2072485	0.7900132	NA	NA
17647	ENSMUSG00000094696	Gm6632	5	59210942	59211895	1	processed_pseudogene	0.4255432	0.00866682	0.2068345	0.5023972	NA	NA
17648	ENSMUSG00000106013	4933402J10Rik	5	60120462	60143347	-1	lncRNA	0.2123374	0.001064888	0.2071155	0.9150132	NA	NA
17649	ENSMUSG00000105158	Gm42862	5	60154284	60156904	-1	TEC	0.5997138	-0.0150859	0.2073713	0.3154838	NA	NA
17650	ENSMUSG00000106042	Gm42861	5	60333259	60333892	-1	processed_pseudogene	0.5256725	0.002279162	0.2051774	0.8853467	NA	NA
17651	ENSMUSG00000087034	Cbfa2t2-ps1	5	60388826	60389555	1	processed_pseudogene	0.7209247	-0.006908256	0.205031	0.6870555	NA	NA
17652	ENSMUSG00000105486	Gm3372	5	60831660	60833451	1	processed_pseudogene	0.6585681	-0.005469158	0.2050173	0.7450702	NA	NA
17653	ENSMUSG00000106044	Gm42860	5	60961059	60965049	-1	TEC	0.6612317	-0.006751936	0.2053636	0.6760493	NA	NA
17654	ENSMUSG00000089992	G6pd2	5	61966159	61968506	1	protein_coding	0.5005964	0	0.2059846	1	NA	NA
17655	ENSMUSG00000037999	Arap2	5	62759788	62923502	-1	protein_coding	18.89721	-0.02271252	0.1731301	0.7255498	NA	NA
17656	ENSMUSG00000090061	Nwd2	5	63806445	63967889	1	protein_coding	0.2199654	-0.00268035	0.2072194	0.7884469	NA	NA
17657	ENSMUSG00000090138	Gm3687	5	63851397	63851856	1	processed_pseudogene	1.917385	-0.03305174	0.206873	0.2244589	NA	NA
17658	ENSMUSG00000106076	Gm43840	5	64147731	64148214	-1	processed_pseudogene	0.9897249	-0.01276487	0.2054584	0.4831617	NA	NA
17659	ENSMUSG00000106219	5830416I19Rik	5	64202321	64207571	1	lncRNA	2.255591	-0.004598556	0.1983949	0.8849411	NA	NA
17660	ENSMUSG00000083435	Gm15824	5	64347376	64348330	-1	processed_pseudogene	1.158888	0.01529243	0.2036741	0.5153364	NA	NA
17661	ENSMUSG00000104947	Gm43721	5	64391273	64393585	1	TEC	0.5553829	-0.009063161	0.206377	0.5234043	NA	NA
17662	ENSMUSG00000083100	Gm6044	5	64477599	64478097	1	processed_pseudogene	1.150021	0.02220548	0.2058468	0.3204251	NA	NA
17663	ENSMUSG00000097640	Gm20033	5	64865550	64961516	-1	lncRNA	4.874989	0.02322596	0.1935267	0.5889977	NA	NA
17664	ENSMUSG00000106205	C230096K16Rik	5	64961357	64963078	1	TEC	5.278466	0.02393081	0.1932032	0.5830813	NA	NA
17665	ENSMUSG00000044827	Tlr1	5	65082022	65090906	-1	protein_coding	4.028104	-0.04708299	0.2061505	0.1985347	NA	NA
17666	ENSMUSG00000051498	Tlr6	5	65109374	65117440	-1	protein_coding	7.144517	-0.02843062	0.1899587	0.559906	NA	NA
17667	ENSMUSG00000106186	Gm43627	5	65129993	65132291	1	TEC	0.1985531	0	0.2071229	1	NA	NA
17668	ENSMUSG00000037913	Tmem156	5	65211689	65249475	-1	protein_coding	0.2866813	-0.005540255	0.2071451	0.6141916	NA	NA
17669	ENSMUSG00000029195	Klb	5	65505657	65541350	1	protein_coding	1.721993	0.0152583	0.2013284	0.5900104	NA	NA
17670	ENSMUSG00000106291	1110003F10Rik	5	65563094	65563860	1	TEC	2.78011	0.03570659	0.2013435	0.3317197	NA	NA
17671	ENSMUSG00000105896	Gm43311	5	65567994	65570370	-1	TEC	1.009249	0.01155627	0.2045501	0.5630007	NA	NA
17672	ENSMUSG00000104917	Gm43289	5	65587449	65588923	-1	TEC	0.2919074	0.004731258	0.2064578	0.7034826	NA	NA
17673	ENSMUSG00000104641	Gm43290	5	65633848	65635404	-1	TEC	1.181539	0.01208374	0.2042012	0.5656718	NA	NA
17674	ENSMUSG00000107195	4930589O11Rik	5	65650439	65651358	1	TEC	4.721707	-0.03365628	0.1989635	0.3891921	NA	NA
17675	ENSMUSG00000105601	Gm42725	5	65688911	65693103	-1	TEC	2.57975	0.01039573	0.1985456	0.7474973	NA	NA
17676	ENSMUSG00000107362	Gm40309	5	65699272	65701023	1	TEC	0.902218	-0.01641168	0.2055679	0.4054849	NA	NA
17677	ENSMUSG00000107102	Gm42726	5	65745059	65748783	-1	lncRNA	1.620388	0.02418175	0.2033892	0.3896468	NA	NA
17678	ENSMUSG00000106767	Gm42727	5	65774292	65777114	1	TEC	1.718061	0.03125686	0.2068259	0.2318126	NA	NA
17679	ENSMUSG00000107158	Gm42728	5	65829952	65831503	-1	TEC	0.1746329	0.002185304	0.2071956	0.8260576	NA	NA
17680	ENSMUSG00000107050	C030017G13Rik	5	65837357	65839687	-1	TEC	0.4025914	-0.002122292	0.2057308	0.880229	NA	NA
17681	ENSMUSG00000106978	N4bp2os	5	65918334	65921722	-1	lncRNA	11.69547	0.04446876	0.181756	0.4642609	NA	NA
17682	ENSMUSG00000029204	Rhoh	5	66018556	66054043	1	protein_coding	2.288159	0.009945067	0.1987958	0.7541487	NA	NA
17683	ENSMUSG00000107254	Gm43769	5	66068967	66073289	1	TEC	0.2240634	0.002798017	0.207186	0.781539	NA	NA
17684	ENSMUSG00000029205	Chrna9	5	66092264	66134669	1	protein_coding	1.929903	0.04077565	0.2109984	0.1224741	NA	NA
17685	ENSMUSG00000054598	9130230L23Rik	5	66136701	66161628	-1	lncRNA	1.985296	0.009031357	0.2004942	0.7500369	NA	NA
17686	ENSMUSG00000070780	Rbm47	5	66173892	66330461	-1	protein_coding	7.741817	0.01672147	0.1893847	0.7227796	NA	NA
17687	ENSMUSG00000107069	Gm43772	5	66332308	66332686	-1	transcribed_processed_pseudogene	1.529897	0.0001756497	0.2013972	0.9945053	NA	NA
17688	ENSMUSG00000029206	Nsun7	5	66417240	66455369	1	protein_coding	1.03138	-0.001473579	0.2022596	0.9501421	NA	NA
17689	ENSMUSG00000106818	Gm43790	5	66478348	66480360	-1	TEC	1.876232	-0.01633934	0.2046125	0.4551658	NA	NA
17690	ENSMUSG00000084544	ENSMUSG00000084544	NA	NA	NA	NA	NA	0.2230658	-0.004308228	0.2073943	0.6685506	NA	NA
17691	ENSMUSG00000107155	Gm43793	5	66503236	66504568	-1	TEC	0.3074003	0.001506391	0.2063278	0.901582	NA	NA
17692	ENSMUSG00000106732	Gm43792	5	66587260	66589469	-1	TEC	0.3158276	0.001528942	0.2062926	0.9009923	NA	NA
17693	ENSMUSG00000106772	Gm43794	5	66601075	66601766	-1	TEC	0.3484024	-0.007173745	0.2066888	0.5707206	NA	NA
17694	ENSMUSG00000107091	Gm43343	5	66681530	66683455	-1	TEC	0.2230658	-0.004308228	0.2073943	0.6685506	NA	NA
17695	ENSMUSG00000106720	Gm43795	5	66689139	66691504	-1	TEC	0.1901258	0	0.2071229	1	NA	NA
17696	ENSMUSG00000106706	C530043K16Rik	5	66749805	66752913	-1	TEC	0.5368351	-0.006248885	0.2056694	0.6795788	NA	NA
17697	ENSMUSG00000087601	Uchl1os	5	66783838	66833841	-1	lncRNA	0.217838	-0.002660863	0.2072336	0.7892135	NA	NA
17698	ENSMUSG00000107300	Gm43279	5	66846225	66848736	1	TEC	0.4905887	0.002451751	0.2052764	0.8745076	NA	NA
17699	ENSMUSG00000082420	Gm6517	5	67047709	67048219	1	processed_pseudogene	14.12519	-0.1256682	0.2242878	0.04627693	NA	NA
17700	ENSMUSG00000106749	Gm43281	5	67073351	67076054	1	TEC	0.7671495	-0.001578796	0.2039505	0.9347791	NA	NA
17701	ENSMUSG00000107290	Gm43282	5	67126772	67128928	1	TEC	0.182626	0.0005227944	0.2071157	0.9580608	NA	NA
17702	ENSMUSG00000085839	Gm15949	5	67142434	67142984	-1	lncRNA	0.8877532	0.02308607	0.2076228	0.2336908	NA	NA
17703	ENSMUSG00000086964	Gm15948	5	67146159	67148550	-1	lncRNA	0.7560833	0.01212374	0.2050631	0.5216295	NA	NA
17704	ENSMUSG00000080601	ENSMUSG00000080601	NA	NA	NA	NA	NA	0.5290335	0.009838984	0.2066947	0.4748229	NA	NA
17705	ENSMUSG00000012520	Phox2b	5	67251742	67256644	-1	protein_coding	0.3036334	0.007568503	0.2067674	0.5486273	NA	Yes
17706	ENSMUSG00000106995	Gm33167	5	67284846	67287488	1	TEC	0.3192545	0.0008261409	0.2062639	0.9465534	NA	NA
17707	ENSMUSG00000107319	Gm42670	5	67417314	67418605	-1	lncRNA	1.047004	-0.007415694	0.2042391	0.7029546	NA	NA
17708	ENSMUSG00000092060	Bend4	5	67549490	67585653	-1	protein_coding	5.346857	0.02252596	0.1929369	0.6054742	NA	NA
17709	ENSMUSG00000106832	Gm42632	5	67585336	67587746	1	TEC	0.2043443	0.002740396	0.2072284	0.7836782	NA	NA
17710	ENSMUSG00000106925	Gm20072	5	67610822	67611113	1	processed_pseudogene	4.182485	-0.04092713	0.2017813	0.2900646	NA	NA
17711	ENSMUSG00000107041	Gm42735	5	67791006	67792651	-1	TEC	2.06071	0.03874707	0.209617	0.149351	NA	NA
17712	ENSMUSG00000085363	Gm15478	5	67799744	67804119	1	lncRNA	3.875331	-0.01858295	0.1951329	0.6387869	NA	NA
17713	ENSMUSG00000106837	D630030B08Rik	5	67990693	67994171	-1	TEC	0.4687422	0.002318655	0.2056808	0.8708615	NA	NA
17714	ENSMUSG00000107136	Gm42466	5	68000463	68001763	-1	TEC	0.4337636	0.002993194	0.2054158	0.8435719	NA	NA
17715	ENSMUSG00000087261	Gm15477	5	68004408	68066356	1	lncRNA	8.981433	0.006793305	0.1841067	0.897283	NA	NA
17716	ENSMUSG00000106880	4930425K10Rik	5	68090953	68100426	-1	lncRNA	0.3791053	0.004695152	0.2061022	0.7267387	NA	NA
17717	ENSMUSG00000107257	Gm43028	5	68145870	68146350	-1	processed_pseudogene	0.7339119	-0.005800036	0.2049044	0.7362653	NA	NA
17718	ENSMUSG00000106854	Gm42850	5	68726847	68752089	-1	unprocessed_pseudogene	0.1985531	0	0.2071229	1	NA	NA
